	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B80	B81	B82	B83	B84	B85	B86	B87	B88	B89	B90	B91	B92	B93	B94	B95	B96	B97	B98	B99	B100	B101	B102	B103	B104	B105	B106	B107	B108	B109	B110	B111	B112	B113	B114	B115	B116	B117	B118	B119	B120	B121	B122	B123	B124	B125	B126	B127	B128	B129	B130	B131	B132	B133	B134	B135	B136	B137	B138	B139	B140	B141	B142	B143	B144	B145	B146	B147	B148	B149	B150	B151	B152	B153	B154	B155	B156	B157	B158	B159	B160	B161	B162	B163	B164	B165	B166	B167	B168	B169	B170	B171	B172	B173	B174	B175	B176
MPP6	10.62040668	0.263879814	0.239568622	0.609292149	0.59055325	0.823693628	0.630659305	0.795346654	2.20819866	1.777268225	0	9.418969486	0.68075465	0	0	1.066957718	0.508396508	0.68416202	0.555666897	0.913022968	0.995299131	0.442501956	2.035761671	0.908781035	1.161651522	0	0	2.535121037	0	0	0	0	0	0	0	0	0	0	0	0	2.739000671	0	5.664902948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1863285	1.27253373	0.38611332	0	0	0.827103879	0.509216442	0	0.412287046	0	0	0.444794376	0.731762743	0	0	0.449005153	0.484153493	0.719179288	0	0.595137581	0	1.484998058	0.655413257	0	1.310469772	2.446598097	0.414657546	1.04641485	1.120381445	1.615382708	0.845678542	0	0	0	0	1.721247859	0.2188553	0.578543679	0.911258281	0	0.782488982	1.345815292	2.180901457	0	4.197839557	0	2.02914173	0.706155381	2.768336798	0	2.359601481	4.214679984	1.195185367	1.395397543	2.329335938	0	0	0	0	0	0.659302736	0	4.218727131	0	0	0	0	1.417194844	0	2.110001705	0.922507125	1.145076641	0	1.433740965	0	0	0	0	0	0	0	0	0	0	0	1.103954716	0.320427962	3.14127938	0	0	0	0	0	0	0	0	0	0	0	1.852626424	0	0	0	0	3.012868912	2.439849805	0.353320685	1.985359414	3.629069164	0	0	0	1.433878092	0	4.344725191
MPPE1	0.481317707	0.864620632	1.062638101	1.597403866	0.872709107	0.70474945	0.686340201	0.979831153	0.701799136	1.983233605	0	1.536522608	1.177742556	0.497936048	1.005717184	1.180814772	1.121891987	1.465699581	0.897324125	2.074124586	2.524345721	0.986698869	1.32809512	0.65720147	0.206723013	0	1.036147384	1.308581989	0.861314826	78.06578941	3.626474099	0	2.831621749	0.58345014	0	0.206480925	0	1.900033332	3.010595836	2.138431331	1.534036815	2.893670104	1.936277782	0.800084067	0.276580915	1.014379662	0.169181998	0.851253134	0	0.988701934	0	0	0.762040523	0	1.432231261	1.326087851	2.025631966	1.222021061	0.600564964	1.349404173	7.189893577	0.793614835	0.942161062	1.103723005	1.199185747	0.615539482	2.181157667	1.326458465	0.917491476	0.80462735	0.726776975	1.292553474	1.480409355	1.280339486	0.867157704	1.93614155	0.609106854	0.883916304	0.641870708	0.863286149	1.013147945	0.281665187	1.063724427	0.655559701	1.382444671	0.592292622	0.627666214	0.669304759	0.716005921	0.735034135	0.798278736	0.814688624	0.955974216	0	1.657996768	3.833602662	0.78488356	0.654556962	0.885866905	0.732835233	0.740642789	1.350094974	0.479541715	0.217876307	0.765108605	0.813913128	0.63869747	0.877765481	0.631394965	0.56431339	0.784649165	0.213329426	0.508142327	0.767727183	0.742370083	0.520238029	0.340499989	0	0.715796792	0	1.024971082	0.802229488	1.004000111	1.133736537	1.064238349	2.99595661	1.331364624	0.843628191	1.281401498	1.262106652	0.998497351	1.192420029	0.970355149	0.317026925	1.250738724	1.943794913	1.412576951	1.157602205	0.985921684	0	1.682538205	0.572089027	0	0.590261384	0	0.016434543	1.614415772	1.164503912	0.350409731	0.441651659	1.177527244	1.210407088	0	0.134850495	0.92831512	0.817497508	0.958004873	0.722367723	0	0.915035198	0.963664245	0	0	0.791033516	0	0.266246096	1.333977417	1.563875379	2.633257875	4.236237433	2.783327341	4.522584583	3.898383882	1.888279009	1.793505485	0.385458988
MRO	0.4834294	0.282764457	0.836895533	1.109660655	0.480979631	0.68676963	0.960356552	1.018333416	1.212165324	1.270957568	0.773752238	0.519374027	0.882612645	0	0.68122468	0.983844203	1.283018759	1.850384111	0.296434912	1.286519106	0.710105549	1.284051211	1.717535441	0.911939013	0.770420317	0	0.876275236	1.249349147	0	0	1.742931771	5.304214463	1.562633866	0	0.652662466	0	0	0	4.464167523	1.039249689	0.8886112	1.749964434	0	0.603801567	1.989401195	0.361932802	38.61560962	1.546172123	1.816820302	0.889001364	0	3.208956338	0.361963093	2.219841812	1.592294138	2.177722246	0.274197588	0.487387514	0	0	0	0.889319676	1.11004581	0.778209908	0	3.172554626	1.474008804	0.853739778	1.057877258	0.280561138	0	0.633695588	4.017816447	1.226697594	0	0.312234702	1.000406533	1.443829538	0.574699864	0.804415845	1.03798065	0.57539569	0.721782305	1.000386102	0	1.064273353	0.986694592	1.866470195	1.439776455	0.677266619	2.144803401	0.761315181	0	1.143866891	0.957475835	0	0.480895823	0.678468755	0.763425071	0.57271336	0.649506308	0.39302166	1.417628385	0	0.565347457	1.024717752	0.500490263	0.581635036	0.606722608	0.832240293	0.84488991	1.015669356	0.640840158	0.290385163	0.682459159	0.603677081	0.19466435	1.688570461	1.288604656	0	0	1.136256192	1.197835412	2.235624207	1.206422421	0	1.59148089	2.038033775	0.940695675	1.189958307	1.259664448	0.5703801	0.390431851	0.614687796	0.243132382	0	0.994494952	1.938091486	0.974293046	1.771887227	1.749574822	0	1.628083414	0	3.150301638	2.593327207	1.423228637	0.999164101	0.170179023	1.672621661	2.263741498	0.796287253	0.798587732	0	1.018470734	0	7.600888232	0.879582166	2.033446502	1.230574549	0.608634182	0.674071313	0	0.749115123	0	0.488697434	1.17984777	0.878106989	0.88181202	0.568912489	0.893174961	0	0.937718956	0.595320924	0.922209416	0.381581596
MRPL11	2.073987418	0.359535296	1.451582408	0.440711066	1.64502816	1.32657924	1.951310457	0.547308722	0.474907967	0	5.175757897	0	0.337936087	0	0.617575491	1.292249073	1.088140657	0	1.670196078	1.919481983	0.946895483	0.348565736	0.325129116	1.364624237	1.758124914	9.522842947	3.212378887	0	2.184404235	0	0	0	0	1.643902612	0	0	24.71692269	0	0	3.333825408	1.391100399	1.012945658	0	0	5.577682316	1.736430141	0.946974109	0	0	0	0	0	4.388822843	0	3.393063899	4.489843878	0.743398273	3.117024416	1.118268785	6.612969815	0	0.179770848	0.865222366	1.356663684	1.318899698	1.085399173	1.282395708	0.681973041	0.445086227	1.122599428	0	0	0.778019425	0.965173103	2.366309136	0.288593381	1.1021293	0.292818952	0.50741562	1.166617953	3.021181118	0.272675162	0.674121242	0.860930221	4.551138864	1.009888268	1.193136603	0.780221043	1.615956877	0.459063042	0.77882621	1.029704461	0.893274909	2.162661925	0.890590741	1.490000152	0	0.990446731	0.074225381	1.871667315	0.611499245	2.015358712	0	0	0	0.674338579	0.827729869	0.340912797	2.63439876	2.566174284	0	0	0	0	1.698828871	1.262486783	0.96062438	13.44936153	0	2.146306922	0	0.499758274	0	8.687970565	0.937077384	0	0.252217571	0.699598506	0.71458048	0	0	1.487886121	1.202595915	0.965204878	0.737105614	0	0	1.022617987	1.110979994	0	0.973475415	25.35657548	24.37333214	6.675325185	0	2.992919045	0.70701954	0.904776296	2.311459098	0	1.440938298	1.330470708	0	0	0.278171759	0.957159814	0	0	0	3.822430291	0	0	2.753626474	0	0	0	0	0.591162327	0	0	1.034359833	0	0	0	0	0.557730505
MRPS18B	0.567101583	1.879194056	1.265868301	1.392724219	0.676338095	0.968922234	1.306602195	0.899577226	1.285697174	0.501704612	0	0.17412164	1.025934789	0	0.919908139	0.794498064	0.972672897	1.617357142	0.905908719	1.26219484	0.532986442	0.72863724	0.690369041	1.31262295	1.056914255	6.374076838	1.424415458	0.881993762	1.51319431	0	0	0	0	1.136150047	12.78372451	0.814276353	0	0	2.353758873	1.235816826	0	1.068732536	0.928570062	2.178126124	0.450782633	0.605908227	5.610906846	1.614951345	0	0	0	0	3.541959845	2.439654751	0	1.395317958	1.807352164	0.478725272	0.617244389	3.697085072	0	0.570809085	0.938549505	0.436338642	0.36098623	0	1.566573171	1.254409036	1.216432941	0.781774976	1.325689127	1.705497636	1.370555353	1.150197142	0.64191816	1.115131825	1.430951326	0.595877322	1.009946741	1.281096113	1.033793497	1.531149487	2.019366628	1.037473374	0	1.254573448	0.869273212	0.897522835	0.63249103	1.658336034	0.527286228	0.58389195	0.78393115	0	1.502907136	0.428685989	0.836018396	0.837551821	0.577970323	1.163778199	0	1.563609038	1.641074526	0.346725979	0	1.257488211	1.138179701	0.549232594	0.966115627	0.518750697	0	0.440823951	0	0.704939132	1.12627394	0.64810132	0.839808067	1.825389575	1.39510316	2.301127809	0	0.678268384	1.204808636	0.744053431	0.326798942	0	1.337806037	1.076335222	0.499545102	1.021346071	0.381015676	1.103720287	1.324075754	0.657394838	0.556058362	1.418905511	0.919292631	0.352967769	1.005494765	1.605695625	1.258596496	0	3.291048227	0	0	1.681060489	0.735582762	0.732224992	0.403264579	0.864282268	1.035083594	1.199529565	1.592050521	1.220174038	0.634192681	0.661822041	0	2.039638805	0	0	0.659976403	2.980248931	0.951897216	0	0	0	0.883180305	0.453277127	0	0	1.702736854	1.469560464	0	0.433541273	2.188585828	0.666967994
MRRF	1.147524646	0.852080145	0.512220631	0.831919373	1.159819703	0.913023468	1.451449859	0.49796894	1.176794535	0.849012821	0	0	0.359754017	3.1017655	1.123018994	0.795587557	0.842865779	1.374945509	0.749666958	0.9511388	1.823189414	0.926431694	1.710744275	0.748644371	0.60953256	0	1.077644428	0.6859709	0	2.502524037	0	8.902219455	2.624614429	0.888646485	0	20.0704705	0	0	3.676493545	1.833762919	0	7.142607787	1.530048832	1.525075511	0.730178514	0.304108827	2.876316429	0	3.027297103	1.489691312	1.933142753	0	1.148861741	4.506107221	0	0.877408025	2.077352838	0	3.991065263	0	0	1.041857726	0.827650223	0.778789754	2.352462472	1.458026429	0.751871059	0.658525502	0.677841272	1.254945759	1.562791015	0	1.190903555	0.747948983	1.22907864	1.176663019	0.627148543	0.653085419	0.882023733	1.002314815	1.197721155	0.871720107	0.626729952	0.975706128	4.8185599	1.544020685	0.926902755	1.593296039	0.64991839	1.032658509	1.243634903	0.242461968	1.704856527	0	1.156869825	0.495852729	1.965030505	1.349623412	0.951388594	1.0248146	0.560423316	0.805444285	1.177877158	0	0.799139747	1.164252298	0.890138326	1.482260191	0.951047534	1.066117367	1.210933207	0	0	0.405062973	0.779992111	0.169007102	0.693728574	0	0	0	0	0.911035467	0.731746557	0	1.038299026	6.421945359	0.614391582	1.622376645	1.177940442	0.790045041	0.723812269	0.656331446	2.102210474	0.472767946	1.119677988	0	1.309844875	1.215850332	1.105314166	0	2.159765485	0.890157954	2.588104776	1.812071817	0	1.556900153	1.097221417	0.734691316	1.044755453	1.034789839	0.820373593	2.36935243	1.862413164	2.103880536	0.510579878	0.526270762	0.728723845	0	3.275018943	1.538588361	2.095082008	0	0	1.291872064	0	0.865283438	0.695861223	0.956861906	0	0	0.534482565	0	1.644327435	1.362220927	0	1.339033937
MRS2	1.052985494	0.384616638	4.78E-05	1.188250217	0.800411142	0.720703106	0.863011935	0.474709687	0.918753607	1.36131581	0	1.792720213	1.158573141	0	2.811874795	0.851268592	0.498998828	0.105738544	0.441193984	1.178602432	0.670744762	1.115902174	0.979985565	1.162362018	0	0	1.96129653	1.641696724	0	2.960855388	0	0	0	0	0	1.498007538	0	0	4.357384588	2.128192102	0.881915082	0.650437857	0	1.240271149	10.70461075	1.050783915	0	0	0	3.820011778	2.250287914	0	0	0	0.948659254	1.197555006	1.019304852	0.935590929	4.015013353	0	0	1.435278924	0.980655789	0.898078334	2.053017161	0.577569638	2.054974154	1.184848607	0.496301613	0.65904903	0.287849417	0.417689295	0.959889331	0.802234596	0.806760919	1.53076413	0.724220934	2.093347913	1.195541715	0.460977654	1.752859616	0	1.005049953	0.437478299	0	0.730779511	0.522648736	1.319906262	0.700662291	0.792903887	1.004733498	0.761649223	3.221329691	0	0.465013995	0	0.574091416	0.671022587	0.450872885	0.616712238	0.79455202	2.838036888	0.571421268	0	0	1.277176999	0.843265582	0.441818592	0.79107836	0.311021565	0.682135221	0.749118719	2.588187571	1.860124033	3.411554802	5.120968984	0.915099468	0	0	1.336492007	0	1.342348778	0.525240145	1.295223043	2.277511922	0	0.940860602	1.560381023	1.839423249	0.411314419	1.356242808	0.431399209	1.142231916	2.076127762	0.851754237	0	0	1.915528387	1.050209087	0	0.590065903	0	0	0	0	0.920206656	0.707414477	0.449593138	1.340723539	0.95785723	1.06814394	0.8573062	0	0	0.824464974	1.213991907	0.84781268	0	3.883328118	0.302145718	0	0	0	0	0	0.993842941	1.206840622	0.907378412	0.991644241	0.191854857	0.785378485	0	0	3.457282339	0	1.158376356
MRVI1	1.155939297	0.8288511	0.967116452	0.706930465	0.919175054	1.099153461	1.028521696	0.987892169	0.913614575	0.266655955	0.001624917	0.285563666	0.876864987	0.569319758	1.079320011	1.20029667	1.131685998	0.876329431	0.94270228	1.468605145	0.999403646	1.07763993	0.619589823	0.915352258	2.594796374	1.364977606	0.936333171	0.735624919	0.001381256	0.892447316	0.003437647	0.010443091	0.937526507	0.952845836	0.392495114	0.902607719	0.007790364	0.006674947	0.004305463	1.935326822	1.151253871	0.393989888	0.556038666	1.793633291	1.706352196	0.640376504	0.643814354	1.614526444	0.001767627	0.001744973	1.739212244	0.004220858	1.088608106	0.814952642	1.317297768	0.520840573	1.910454212	0.001001558	1.376750111	4.562447404	0.003844714	0.905752843	1.456168189	0.799317956	1.136587263	0.747303043	0.692969639	0.710641491	0.793422188	0.369272302	0.68974435	1.160558655	1.461571185	1.072137363	1.38606157	0.855095514	0.753437683	1.257688291	1.196407835	1.268843304	0.732334071	1.148661669	0.631446705	1.3536872	0.758951361	1.075482995	1.007836924	0.836296501	0.912435969	1.604037587	0.27439422	1.974923208	1.097452636	0.001495939	1.837981024	2.318620557	0.855783246	0.862026595	0.774782922	1.314660037	1.262067822	0.479893507	0.755711666	0.39849122	0.000883323	0.509074519	0.892418543	1.120752106	0.643810931	0.82633902	0.42230578	0.698193205	0.403261818	0.585398056	0.571422795	1.140731643	0.667713898	0.688807605	1.010814407	1.097855893	0.001829228	1.169879311	0.15943712	1.204880465	1.245437645	1.332981684	1.475543389	0.993678143	0.542841969	2.538658359	0.452632388	0.780042474	1.048684709	0.552031608	0.469771804	0.002788883	0.000733315	1.895780683	1.644296536	1.915848251	1.278220684	0.31390128	1.829443249	1.917824078	1.767914472	0.862748653	0.810311677	0.880707582	1.054259745	0.66464169	0.286437414	0.391969363	0.565782212	0.688761693	1.352235086	0.91823701	0.507066784	0.826895172	0.533419712	1.850120302	0.722233639	1.207267037	0.520136076	0.446184494	1.021678554	0.892796043	0.649460447	0.915309363	0.345845685	1.937691441	1.447845177	0.9444363	1.072485021	1.037865179	1.761180364	1.590096294
MTF1	0.890086902	0.453139341	0.204762968	0.863318745	0.939181795	0.743231696	0.604498127	1.558724731	0.614829548	1.210608747	0	2.442275551	0.981919904	2.757966118	1.325329179	0.717911945	0.954300182	1.112812039	2.326871363	2.739423816	0.457409798	0.483534398	3.646613207	3.729984083	2.250888558	6.39061629	1.686147752	0.916910372	0.786411544	0	0	0	0	0	0	0.469576077	0	0	0	0	1.061089839	0.410016629	0	2.899365747	1.168296463	0.603787556	0.34025376	1.714585294	0	0	0	0	0	0	0.804906515	0.15963836	1.027960205	0.689940705	0.453017772	0	0	1.47490436	0.520316943	2.589883651	0	0	0.592355187	0.65407998	0.608010362	0.632984823	0.484505858	0.61438219	0.482791891	1.164484989	0.952687008	1.698446964	0.862453105	0.949470359	1.965828277	0.614768336	1.585664777	1.896434831	2.816647395	0.5657938	0	0.508454905	0.381900464	0.727707152	0.672085573	0.629615236	1.227992815	1.051528444	5.086799192	0	2.130046741	2.290525542	0.645504423	0.726548909	0.874546277	1.142817164	0	0.292976374	0.616056691	0	0	0.496342897	0.79468877	0.668276191	0.140566381	0.504320318	0.388115933	0.861997717	0.7537789	1.081444978	0.58452771	0.727161385	1.659050289	0.944757862	0	0	1.034814809	1.260859353	0.311410976	1.552018664	2.059323449	0	1.026274578	1.103366142	0	1.579620764	0.999402304	1.044668879	1.259136574	0	0	0	0.408034115	0.736387397	0.955212877	0	0.680898495	0	0	1.172110495	0	0.50603969	0.928630931	0.694168637	2.536991482	0.482562828	0.437625566	1.471226028	1.089828178	0	1.199598613	0.334554407	0.467329165	1.529849495	0	1.169762535	3.009181702	0	0	0	0	0	1.586102964	0.660530995	1.948918249	1.651161823	5.743475831	0	0.931859928	1.193565675	0	1.834090603
MTM1	0.24714484	0.431422349	0.069242577	1.649402205	0.831134143	0.876154124	0.606934105	0.337617748	1.03461057	0.247295196	1.173657044	1.457244333	0.202560694	0	1.095085619	0.963657348	0.665147576	0.623679862	0.536031881	0.653585877	0.704538224	0.375654618	0	1.157464778	0.740876393	0	0.180953702	1.275956834	0.923210987	0	0	0	2.061213653	0	0	0	0	0	1.752926491	0	1.177156717	0.429020387	2.031787294	0.285715912	1.314605051	0.234133373	0.798435793	0	10.18910118	0	0	0	0.904317265	0	0	0	0.418041695	0	0.87080452	0	0	0.449811047	0.023091397	2.012176487	1.936805142	0.3488566	0.718026511	0.406151486	0.457638296	0.564568604	0	2.351686113	0.630542661	0.689330009	0.356780862	0.44325085	1.030535756	0.644001889	0.454806635	0.886726406	1.42271251	0	0.934858185	1.193271415	0	0.573284019	11.31099723	2.464932414	0.910156297	0.662281467	0.369527174	0.388874947	0.703374283	0	0.328305641	1.44887819	1.406833781	1.037769308	0.725121554	0.663224411	1.327386706	1.536218549	0.485934371	0.425478841	0.59198722	0.469819373	1.191855429	9.450802231	0.331431266	5.865414968	0	0.491618509	0.783574407	0.786644554	0.376741314	0	1.937868241	1.100882788	3.318268452	0	1.202251861	0.611303403	0	0.870012303	0.76574636	0	0.754925444	0.480969241	0.353274429	0	1.031041413	0.666274382	0	0.360871609	0.342892277	0	0	0.361336075	0.812810867	0	1.241596884	0	0	1.359621304	0	1.12385484	0.797867128	0.655277574	1.097765778	0.414070697	0.300566724	0.849538553	1.109029754	0	1.030031728	0	1.087922421	0.589913497	0	0	0.769109873	0	0	8.258760793	0	0	0	0.823894224	0.995573956	0	1.182592794	0	1.560758443	0.660214866	1.845588694	3.34698009
MTMR11	0.986418084	1.326944703	1.096596413	0.824010108	1.059502746	1.069427451	0.936987938	0.728750602	0.990267964	1.41581881	0.575710588	0.172321671	0.988708036	1.880638976	0.784426881	0.6600311	0.900298854	0.619078596	0.432650338	0.874714312	1.077518815	0.862595492	1.426672374	1.844924247	0.521471629	1.742124208	1.612760902	1.121821762	0	0	1.192795555	0	3.221351385	0.361893814	0.448027471	0.513706805	0	0	1.528297579	0.733106321	1.460873849	1.830501784	0.778145312	1.631662409	1.031886329	0.369535177	0.418268308	0	0.630194286	0.61282664	0	0	0.947981723	0	0.903366605	2.072562128	0.617057881	1.720272746	1.534257479	0	0	1.002128521	0.856011796	1.056434614	1.58160579	4.946727447	1.162812402	0.852963818	1.352893356	1.052692394	0.233505408	1.655994889	0.740865519	0.927151214	0.774954544	0.550032616	0.9535072	1.370908831	0.882053484	1.204735876	1.376756273	1.49865033	2.157194446	1.402554535	0	1.269440891	0.669647815	0.912108006	0.930925204	1.16792311	0.26743821	1.19713686	0.916738304	0	0.62723968	0.679801184	0.924966983	1.578349467	1.609630307	1.100278719	1.130311468	0.478468928	0.463617982	0.219537075	0.301204538	1.632255692	0.914414908	0.773727852	0.577087396	1.147118693	1.385922166	0.393416374	0.468952787	1.36986342	0.860448791	0.468638734	0.670371203	0	4.56005683	0	0	1.217442536	0.553889967	0	0.400176005	0	0.995965452	0.961405304	0.150175764	0.611876661	1.082908801	1.183653891	1.031711897	0.497285687	1.46987115	1.7800743	0.875430453	0.992949576	1.357226625	0	1.01524009	0.351042046	0	0.713749251	0	0.989771973	0.696908256	0.745671249	0.918927522	0.463809809	1.079844205	0.372874487	1.008633161	0.776956594	0.844357794	0.893016738	0.499753284	0.397783885	0	1.460462203	0.230128266	0.454273413	0	1.516466912	1.152038177	1.349178992	0.264278359	0.869615461	0.690096568	0.411272303	0.527740043	0	0.667522132	0.500973126	0.048882212	1.044828071
MTMR4	0.62753684	0.746594577	1.144315719	1.073639479	1.212809784	1.09391614	0.942921316	1.282132384	1.342064278	0	0	0.176025181	1.123915501	2.287831961	1.20693576	1.249814846	0.790258762	0.734851047	0.596629432	0.675126072	2.107147329	0.56978765	0.478853794	0.951523982	0.784947395	0	1.696550832	0.948671862	0.406845299	0.862641104	1.008937862	3.072327526	0.90472669	0.61172839	0.378001691	0.652652567	0	3.922825161	0	0	1.032912582	1.149494076	0.523315427	1.573646025	1.86444249	0.944345594	0.711487407	1.33592657	0	0.516421801	1.345522736	0	1.214639172	1.497552977	0.670193007	1.586896932	0.956866377	0.189070619	0.833212491	0	0	1.548477662	0.952339686	1.033470999	0.177150199	0.68355444	1.393494333	0.997468669	0.911010525	0.72669558	0.637366657	0.492427811	1.447565646	1.040782764	0.826129263	0.632061921	0.907633524	0.957186619	0.991058288	1.805336524	1.163019197	0	1.230784549	1.699994778	0	0.829337751	0.748357747	1.142506247	0.390336591	1.21188379	0.256878573	1.261064418	1.650736813	0.65543622	0.718765804	0.291120218	1.079861527	0.780145371	0.737277279	0.72922686	0.463858607	1.261916595	0.951337071	0.188758384	0.259252408	0.977641267	0.928165545	0.625591335	0.663676458	0.887080186	0.404682664	0	1.593351074	0.384550275	0.540050585	0.412945343	0.749766605	2.282220458	0	0	0.433085591	1.013635611	0.324015764	0.388955429	0.519826957	2.46692045	1.064807517	1.046891764	0.825797811	0.775197814	1.207985376	0.900855536	1.126909809	0.402902125	1.048339496	2.719309481	0.780770471	0.18643168	1.413810464	0.700214892	2.174581048	0	0.887733244	0	5.179924887	1.426171099	1.189465892	1.71231203	0.911262437	0.603813396	0.33181008	2.500183236	1.250000989	3.984131344	1.252825121	2.024829262	0.590041647	3.296364799	1.599015523	0.589097115	0.708304704	1.551746791	0.747164135	1.716278975	1.467589281	1.122592036	2.904774268	1.90947701	1.061897852	1.1439586	0.803238992	0	0.249271824	0.504419165	1.139498609	1.023378124
